cruise_id	n_files	lon_min	lon_max	lat_min	lat_max	lon_center	lat_center	total_lines	n_keep	n_review	n_hv_review	n_exclude
KR20-11	2	127.76411	131.151667	27.187893	31.383388	129.5	29.3	550845.0	2	0	0	0
KR20-12	2	126.459187	138.145208	26.379776	34.515374	132.3	30.4	508782.0	2	0	0	0
KR20-13S	2	136.522568	139.337613	32.817568	34.82126	137.9	33.8	458269.0	2	0	0	0
20120418	1	138.940817	140.156282	40.946913	41.157694	139.5	41.1	1374051.0	1	0	0	0
20120419	1	137.841136	140.016712	40.809989	40.903012	138.9	40.9	1019772.0	1	0	0	0
20120420	1	138.077924	139.654832	40.355793	41.002176	138.9	40.7	798137.0	1	0	0	0
20120421	1	139.325628	139.700346	40.539993	40.693282	139.5	40.6	278130.0	1	0	0	0
20120424	1	139.126617	139.761625	40.69049	41.728881	139.4	41.2	1208771.0	1	0	0	0
20120425	1	139.712566	139.760623	41.72858	42.086507	139.7	41.9	319012.0	1	0	0	0
20120428	1	138.135422	139.279812	40.684446	40.899482	138.7	40.8	508622.0	1	0	0	0
20120429	1	137.421325	138.392326	40.683049	41.031834	137.9	40.9	513342.0	1	0	0	0
20120430	1	137.932042	139.147113	40.944371	41.167861	138.5	41.1	619621.0	1	0	0	0
20120501	1	137.902647	139.511167	41.207874	41.449159	138.7	41.3	699986.0	1	0	0	0
20120502	1	138.450172	139.154417	41.382501	41.474177	138.8	41.4	351266.0	1	0	0	0
20120505	1	138.475955	139.481131	40.602726	41.018625	139.0	40.8	356208.0	1	0	0	0
20120506	1	138.912767	139.020838	40.591581	41.658614	139.0	41.1	637327.0	1	0	0	0
20120507	1	138.345486	138.467752	40.057134	41.689667	138.4	40.9	788805.0	1	0	0	0
20120508	1	138.069632	138.541409	40.045449	40.279455	138.3	40.2	215761.0	1	0	0	0
KH-18-J02C	1	141.01376	143.209754	35.739813	39.560037	142.1	37.6	351939.0	1	0	0	0
KH-18-J03C	1	141.645162	143.278028	37.833328	40.386499	142.5	39.1	231680.0	1	0	0	0
KH-20-J01	1	132.622221	141.953811	32.652926	35.078446	137.3	33.9	661258.0	1	0	0	0
KM17-01	1	138.263275	144.329201	24.159872	34.736738	141.3	29.4	2914770.0	1	0	0	0
KM17-03	1	139.189555	139.226483	34.852015	34.877194	139.2	34.9	1068.0	1	0	0	0
KM17-06C	1	138.018661	140.893982	43.442288	44.169701	139.5	43.8	906464.0	1	0	0	0
20120417	1	139.381502	140.200533	41.113533	41.617813	139.8	41.4	1348816.0	1	0	0	0
KY06-06	1	138.58224	138.763722	34.664639	35.064744	138.7	34.9	175459.0	1	0	0	0
KY07-02	1	138.605797	138.68997	34.679451	35.056418	138.6	34.9	85824.0	1	0	0	0
KY05-10	1	138.582876	138.756084	35.048349	35.058854	138.7	35.1	32637.0	1	0	0	0
KY06-03	1	139.547974	139.614632	34.800695	34.922905	139.6	34.9	30747.0	1	0	0	0
KY10-04	1	139.122003	139.314208	34.990899	35.131102	139.2	35.1	173887.0	1	0	0	0
KS-22-J04C	1	134.782659	137.091579	32.891411	34.059915	135.9	33.5	186947.0	1	0	0	0
KY01-10	1	122.667929	122.726628	24.822993	24.876739	122.7	24.8	81682.0	1	0	0	0
KY03-07	1	140.727819	140.831438	30.740147	30.8403	140.8	30.8	78721.0	1	0	0	0
KS-20-J03	1	138.509761	139.219654	34.585216	35.077814	138.9	34.8	23470.0	1	0	0	0
KS-21-10	1	135.874533	139.407666	32.821459	34.867746	137.6	33.8	420432.0	1	0	0	0
KS-21-11	1	133.144506	139.437406	29.96418	35.000838	136.3	32.5	1062490.0	1	0	0	0
KS-21-12	1	131.573692	135.061291	35.064463	38.039635	133.3	36.6	160216.0	1	0	0	0
KS-21-13	1	135.008138	140.713123	36.995854	42.111463	137.9	39.6	785161.0	1	0	0	0
KS-21-14	1	139.633678	142.303889	34.818096	40.283228	141.0	37.6	153504.0	1	0	0	0
KS-21-15	1	127.596247	138.740938	25.982121	34.443017	133.2	30.2	837266.0	1	0	0	0
KS-21-4	1	139.753208	142.907895	34.853636	42.267366	141.3	38.6	335638.0	1	0	0	0
KS-21-6	1	139.635327	141.050184	41.34993	44.578715	140.3	43.0	116157.0	1	0	0	0
KS-21-7	1	141.343336	145.167949	38.207295	42.503256	143.3	40.4	477260.0	1	0	0	0
KS-21-8	1	139.107994	141.590761	34.863448	35.833946	140.3	35.3	77524.0	1	0	0	0
KS-21-9	1	133.356577	138.857722	28.017168	34.442895	136.1	31.2	2461808.0	1	0	0	0
KS-21-J03	1	135.94155	139.071268	33.357626	34.60085	137.5	34.0	143699.0	1	0	0	0
KS-22-10	1	142.009233	148.80237	39.367505	42.841122	145.4	41.1	1364687.0	1	0	0	0
KS-22-8	1	132.877915	139.089529	32.519615	34.65411	136.0	33.6	351657.0	1	0	0	0
KY11-10	1	139.406691	139.68168	35.059644	35.09353	139.5	35.1	60034.0	1	0	0	0
KY13-13	1	139.731965	140.713426	34.827889	34.956863	140.2	34.9	320999.0	1	0	0	0
KY13-14	1	138.830387	139.724397	34.361318	34.994454	139.3	34.7	273433.0	1	0	0	0
KS-16-J05	1	138.875512	139.085833	33.429812	33.515362	139.0	33.5	15087.0	1	0	0	0
KS-17-J07C	1	139.449319	139.598021	34.533737	34.645372	139.5	34.6	6411.0	1	0	0	0
KS-17-J08C	1	141.741629	141.992738	38.32413	38.526706	141.9	38.4	9369.0	1	0	0	0
KS-18-J04	1	136.165911	136.895968	32.839251	33.41792	136.5	33.1	73130.0	1	0	0	0
KS-18-J08	1	133.676025	139.388528	33.061778	35.142613	136.5	34.1	137398.0	1	0	0	0
KS-19-10	1	141.734193	146.018334	35.98609	42.656325	143.9	39.3	900844.0	1	0	0	0
KS-19-11	1	135.518597	140.477983	38.144651	42.023742	138.0	40.1	755606.0	1	0	0	0
KS-19-12	1	140.885426	146.456707	38.200328	42.674302	143.7	40.4	1671506.0	1	0	0	0
KS-19-5	1	143.649114	145.009018	37.884504	38.156269	144.3	38.0	105083.0	1	0	0	0
KS-19-J05	1	137.077583	139.394092	34.346759	35.025907	138.2	34.7	38136.0	1	0	0	0
KS-20-1	1	139.209217	139.969551	32.093376	34.98505	139.6	33.5	160553.0	1	0	0	0
KS-20-18	1	140.660309	145.55986	40.519667	42.799235	143.1	41.7	525366.0	1	0	0	0
KS-20-J02	1	134.943843	136.962719	32.913082	34.049551	136.0	33.5	465254.0	1	0	0	0
KR18-08	1	138.122307	141.756566	33.038885	34.99712	139.9	34.0	599577.0	1	0	0	0
KR18-10	1	138.581667	138.63306	34.964028	35.002677	138.6	35.0	1497.0	1	0	0	0
KR19-03	1	135.141568	139.237871	32.85417	34.898288	137.2	33.9	698690.0	1	0	0	0
KR19-08	1	138.464269	141.795197	33.333708	34.992393	140.1	34.2	471076.0	1	0	0	0
KR20-07	1	139.599831	141.722819	33.313173	34.762777	140.7	34.0	245712.0	1	0	0	0
KR20-E07	1	139.348679	139.383777	35.024084	35.0448	139.4	35.0	334.0	1	0	0	0
KR21-08	1	139.510846	139.579149	34.611133	34.683217	139.5	34.6	3216.0	1	0	0	0
KR21-09	1	138.591306	138.672417	34.959454	35.015403	138.6	35.0	3671.0	1	0	0	0
KR21-11	1	138.56301	138.677472	34.976311	35.031964	138.6	35.0	3165.0	1	0	0	0
KR17-02	1	138.615036	139.369047	34.584051	35.070726	139.0	34.8	41610.0	1	0	0	0
KR17-12	1	138.550972	138.636517	34.965542	35.03926	138.6	35.0	3751.0	1	0	0	0
KR18-02C	1	126.923325	139.531046	26.718233	34.95242	133.2	30.8	662736.0	1	0	0	0
KR18-05	1	138.318418	139.282203	34.51782	34.956046	138.8	34.7	44003.0	1	0	0	0
KR14-E04	1	139.501743	142.102365	33.426919	34.780247	140.8	34.1	280799.0	1	0	0	0
KR16-07	1	136.965406	137.008584	33.541972	33.594175	137.0	33.6	1209.0	1	0	0	0
KR13-05	1	143.76613	144.159416	37.839123	38.048749	144.0	37.9	67009.0	1	0	0	0
KR14-03	1	139.112376	139.77531	34.910318	35.194061	139.4	35.1	61913.0	1	0	0	0
KR08-11	1	137.49073	137.692287	34.164227	34.397578	137.6	34.3	422920.0	1	0	0	0
KR08-12	1	136.336338	136.868733	33.4062	33.592787	136.6	33.5	108025.0	1	0	0	0
KR09-E02	1	138.554437	138.655768	34.684155	34.918797	138.6	34.8	112819.0	1	0	0	0
KR04-12	1	139.325286	139.621562	34.989602	35.080118	139.5	35.0	108899.0	1	0	0	0
KM21-E01	1	136.187202	139.736339	33.36029	35.054674	138.0	34.2	385624.0	1	0	0	0
KM21-E03	1	139.897789	141.592705	34.075568	34.827586	140.7	34.5	274023.0	1	0	0	0
KM17-11C	1	126.805299	127.028698	27.660994	27.845503	126.9	27.8	41197.0	1	0	0	0
KM18-03	1	134.014095	139.094038	31.762532	34.758608	136.6	33.3	558452.0	1	0	0	0
KM18-09	1	136.861124	139.642804	33.354814	35.026131	138.3	34.2	259436.0	1	0	0	0
KM19-05C	1	142.29998	142.480134	38.992577	39.481019	142.4	39.2	34972.0	1	0	0	0
KM20-08	1	139.52778	144.247526	30.932299	35.079267	141.9	33.0	2756612.0	1	0	0	0
KY15-02	1	139.337265	139.391721	35.06084	35.108156	139.4	35.1	39678.0	1	0	0	0
KY15-03	1	139.208411	139.220293	35.071343	35.118193	139.2	35.1	29824.0	1	0	0	0
KY15-E03	1	137.362012	137.421561	33.514455	33.569012	137.4	33.5	15372.0	1	0	0	0
20120416	1	138.275752	139.473517	41.551865	41.644272	138.9	41.6	533436.0	1	0	0	0
20120413	1	138.095769	140.203409	40.938979	41.032522	139.1	41.0	1186188.0	1	0	0	0
20120410	1	137.624679	138.147189	40.936162	41.032437	137.9	41.0	156075.0	1	0	0	0
20120408	1	137.421568	137.710719	40.935987	41.02941	137.6	41.0	78774.0	1	0	0	0
