file_id	input_path	n_cells_in	n_points_in	status	notes
MR06-04_leg2_bathymetry_dmo::20060909.dat	derived/file_cells_1min/MR06-04_leg2_bathymetry_dmo__20060909.parquet	10	180611	ok	
MR06-04_leg2_bathymetry_dmo::20060922.dat	derived/file_cells_1min/MR06-04_leg2_bathymetry_dmo__20060922.parquet	855	144553	ok	
MR06-04_leg2_bathymetry_dmo::20060912.dat	derived/file_cells_1min/MR06-04_leg2_bathymetry_dmo__20060912.parquet	658	1312273	ok	
MR06-04_leg2_bathymetry_dmo::20060926.dat	derived/file_cells_1min/MR06-04_leg2_bathymetry_dmo__20060926.parquet	3109	603761	ok	
MR06-04_leg2_bathymetry_dmo::20060822.dat	derived/file_cells_1min/MR06-04_leg2_bathymetry_dmo__20060822.parquet	4023	626785	ok	
MR06-04_leg2_bathymetry_dmo::20060914.dat	derived/file_cells_1min/MR06-04_leg2_bathymetry_dmo__20060914.parquet	9	230505	ok	
KR09-04_bathymetry_dmo::20090520.dat	derived/file_cells_1min/KR09-04_bathymetry_dmo__20090520.parquet	1616	321154	ok	
KR09-04_bathymetry_dmo::20090514.dat	derived/file_cells_1min/KR09-04_bathymetry_dmo__20090514.parquet	570	102223	ok	
KR09-04_bathymetry_dmo::20090519.dat	derived/file_cells_1min/KR09-04_bathymetry_dmo__20090519.parquet	1600	233452	ok	
KR09-04_bathymetry_dmo::20090516.dat	derived/file_cells_1min/KR09-04_bathymetry_dmo__20090516.parquet	1545	276525	ok	
KR09-04_bathymetry_dmo::20090517.dat	derived/file_cells_1min/KR09-04_bathymetry_dmo__20090517.parquet	1299	227117	ok	
KR09-04_bathymetry_dmo::20090515.dat	derived/file_cells_1min/KR09-04_bathymetry_dmo__20090515.parquet	1104	511305	ok	
KR09-04_bathymetry_dmo::20090518.dat	derived/file_cells_1min/KR09-04_bathymetry_dmo__20090518.parquet	1358	534949	ok	
KY10-05_bathymetry_dmo::20100320.dat	derived/file_cells_1min/KY10-05_bathymetry_dmo__20100320.parquet	832	436543	ok	
KY10-05_bathymetry_dmo::20100321.dat	derived/file_cells_1min/KY10-05_bathymetry_dmo__20100321.parquet	688	331410	ok	
KY10-05_bathymetry_dmo::20100318.dat	derived/file_cells_1min/KY10-05_bathymetry_dmo__20100318.parquet	108	44563	ok	
KY10-05_bathymetry_dmo::20100327.dat	derived/file_cells_1min/KY10-05_bathymetry_dmo__20100327.parquet	418	264023	ok	
KY10-05_bathymetry_dmo::20100317.dat	derived/file_cells_1min/KY10-05_bathymetry_dmo__20100317.parquet	288	147466	ok	
KY10-05_bathymetry_dmo::20100313.dat	derived/file_cells_1min/KY10-05_bathymetry_dmo__20100313.parquet	688	422247	ok	
KY10-05_bathymetry_dmo::20100322.dat	derived/file_cells_1min/KY10-05_bathymetry_dmo__20100322.parquet	569	256853	ok	
KY10-05_bathymetry_dmo::20100316.dat	derived/file_cells_1min/KY10-05_bathymetry_dmo__20100316.parquet	504	292935	ok	
KY10-05_bathymetry_dmo::20100325.dat	derived/file_cells_1min/KY10-05_bathymetry_dmo__20100325.parquet	929	508225	ok	
KY10-05_bathymetry_dmo::20100319.dat	derived/file_cells_1min/KY10-05_bathymetry_dmo__20100319.parquet	637	352031	ok	
KY10-05_bathymetry_dmo::20100315.dat	derived/file_cells_1min/KY10-05_bathymetry_dmo__20100315.parquet	826	411630	ok	
KY10-05_bathymetry_dmo::20100324.dat	derived/file_cells_1min/KY10-05_bathymetry_dmo__20100324.parquet	1188	480978	ok	
KY10-05_bathymetry_dmo::20100314.dat	derived/file_cells_1min/KY10-05_bathymetry_dmo__20100314.parquet	583	403556	ok	
KR15-17_bathymetry_dmo::KR15-17_bathymetry_dmo/2_OpenCheckData/KR15-17_transit/KR15-17_t.dat	derived/file_cells_1min/KR15-17_bathymetry_dmo__KR15-17_bathymetry_dmo__2_OpenCheckData__KR15-17_transit__KR15-17_t.parquet	513	96131	ok	
KR15-17_bathymetry_dmo::KR15-17_bathymetry_dmo/2_OpenCheckData/KR15-17/KR15-17.dat	derived/file_cells_1min/KR15-17_bathymetry_dmo__KR15-17_bathymetry_dmo__2_OpenCheckData__KR15-17__KR15-17.parquet	70	16164	ok	
KR12-12_leg2_bathymetry_dmo::20120730.dat	derived/file_cells_1min/KR12-12_leg2_bathymetry_dmo__20120730.parquet	40	433517	ok	
KR12-12_leg2_bathymetry_dmo::T20120723.dat	derived/file_cells_1min/KR12-12_leg2_bathymetry_dmo__T20120723.parquet	195	254236	ok	
KR12-12_leg2_bathymetry_dmo::T20120802.dat	derived/file_cells_1min/KR12-12_leg2_bathymetry_dmo__T20120802.parquet	412	154973	ok	
KR12-12_leg2_bathymetry_dmo::T20120724.dat	derived/file_cells_1min/KR12-12_leg2_bathymetry_dmo__T20120724.parquet	474	280423	ok	
KR12-12_leg2_bathymetry_dmo::20120729.dat	derived/file_cells_1min/KR12-12_leg2_bathymetry_dmo__20120729.parquet	508	1523111	ok	
KR12-12_leg2_bathymetry_dmo::20120727.dat	derived/file_cells_1min/KR12-12_leg2_bathymetry_dmo__20120727.parquet	1028	743960	ok	
KR12-12_leg2_bathymetry_dmo::20120726.dat	derived/file_cells_1min/KR12-12_leg2_bathymetry_dmo__20120726.parquet	1230	875138	ok	
KR12-12_leg2_bathymetry_dmo::20120724.dat	derived/file_cells_1min/KR12-12_leg2_bathymetry_dmo__20120724.parquet	309	366177	ok	
KR12-12_leg2_bathymetry_dmo::T20120730.dat	derived/file_cells_1min/KR12-12_leg2_bathymetry_dmo__T20120730.parquet	346	1031886	ok	
KR12-12_leg2_bathymetry_dmo::T20120803.dat	derived/file_cells_1min/KR12-12_leg2_bathymetry_dmo__T20120803.parquet	137	608327	ok	
KR12-12_leg2_bathymetry_dmo::20120728.dat	derived/file_cells_1min/KR12-12_leg2_bathymetry_dmo__20120728.parquet	365	1223587	ok	
KR12-12_leg2_bathymetry_dmo::T20120804.dat	derived/file_cells_1min/KR12-12_leg2_bathymetry_dmo__T20120804.parquet	10	4319	ok	
KR12-12_leg2_bathymetry_dmo::20120725.dat	derived/file_cells_1min/KR12-12_leg2_bathymetry_dmo__20120725.parquet	507	1343795	ok	
KR12-12_leg2_bathymetry_dmo::T20120731.dat	derived/file_cells_1min/KR12-12_leg2_bathymetry_dmo__T20120731.parquet	56	180908	ok	
KR12-19_bathymetry_dmo::T20121205.dat	derived/file_cells_1min/KR12-19_bathymetry_dmo__T20121205.parquet	326	73227	ok	
KR12-19_bathymetry_dmo::20121201.dat	derived/file_cells_1min/KR12-19_bathymetry_dmo__20121201.parquet	102	10302	ok	
KR12-19_bathymetry_dmo::20121205.dat	derived/file_cells_1min/KR12-19_bathymetry_dmo__20121205.parquet	543	260001	ok	
KR12-19_bathymetry_dmo::20121202.dat	derived/file_cells_1min/KR12-19_bathymetry_dmo__20121202.parquet	425	128791	ok	
KR12-19_bathymetry_dmo::T20121203.dat	derived/file_cells_1min/KR12-19_bathymetry_dmo__T20121203.parquet	433	289726	ok	
MR05-03_leg3_bathymetry_dmo::20050827.dat	derived/file_cells_1min/MR05-03_leg3_bathymetry_dmo__20050827.parquet	3017	620062	ok	
MR05-03_leg3_bathymetry_dmo::20050830.dat	derived/file_cells_1min/MR05-03_leg3_bathymetry_dmo__20050830.parquet	2456	938045	ok	
MR05-03_leg3_bathymetry_dmo::20050901.dat	derived/file_cells_1min/MR05-03_leg3_bathymetry_dmo__20050901.parquet	422	437171	ok	
MR05-03_leg3_bathymetry_dmo::20050826.dat	derived/file_cells_1min/MR05-03_leg3_bathymetry_dmo__20050826.parquet	1806	542207	ok	
MR05-03_leg3_bathymetry_dmo::20050829.dat	derived/file_cells_1min/MR05-03_leg3_bathymetry_dmo__20050829.parquet	2815	686039	ok	
MR05-03_leg3_bathymetry_dmo::20050831.dat	derived/file_cells_1min/MR05-03_leg3_bathymetry_dmo__20050831.parquet	2136	1113730	ok	
MR05-03_leg3_bathymetry_dmo::20050828.dat	derived/file_cells_1min/MR05-03_leg3_bathymetry_dmo__20050828.parquet	1038	173741	ok	
KM21-07_leg1_bathymetry_dmo::KM21-07_leg1_t.dat	derived/file_cells_1min/KM21-07_leg1_bathymetry_dmo__KM21-07_leg1_t.parquet	1585	411132	ok	
KM21-07_leg1_bathymetry_dmo::KM21-07_leg1.dat	derived/file_cells_1min/KM21-07_leg1_bathymetry_dmo__KM21-07_leg1.parquet	1359	377311	ok	
KY07-11_bathymetry_dmo::20070830.dat	derived/file_cells_1min/KY07-11_bathymetry_dmo__20070830.parquet	19	273489	ok	
KY07-11_bathymetry_dmo::20070908.dat	derived/file_cells_1min/KY07-11_bathymetry_dmo__20070908.parquet	149	1308092	ok	
KY07-11_bathymetry_dmo::20070911.dat	derived/file_cells_1min/KY07-11_bathymetry_dmo__20070911.parquet	17	235323	ok	
KY07-11_bathymetry_dmo::20070909.dat	derived/file_cells_1min/KY07-11_bathymetry_dmo__20070909.parquet	70	346986	ok	
KY07-11_bathymetry_dmo::20070831.dat	derived/file_cells_1min/KY07-11_bathymetry_dmo__20070831.parquet	89	260661	ok	
KY07-11_bathymetry_dmo::20070913.dat	derived/file_cells_1min/KY07-11_bathymetry_dmo__20070913.parquet	8	7532	ok	
KY07-11_bathymetry_dmo::20070828.dat	derived/file_cells_1min/KY07-11_bathymetry_dmo__20070828.parquet	5	26402	ok	
KY07-11_bathymetry_dmo::20070829.dat	derived/file_cells_1min/KY07-11_bathymetry_dmo__20070829.parquet	85	351438	ok	
KY07-11_bathymetry_dmo::20070910.dat	derived/file_cells_1min/KY07-11_bathymetry_dmo__20070910.parquet	69	391029	ok	
KY07-11_bathymetry_dmo::20070903.dat	derived/file_cells_1min/KY07-11_bathymetry_dmo__20070903.parquet	14	396655	ok	
KY07-11_bathymetry_dmo::20070902.dat	derived/file_cells_1min/KY07-11_bathymetry_dmo__20070902.parquet	102	704694	ok	
KY07-11_bathymetry_dmo::20070901.dat	derived/file_cells_1min/KY07-11_bathymetry_dmo__20070901.parquet	181	339283	ok	
KY07-11_bathymetry_dmo::20070912.dat	derived/file_cells_1min/KY07-11_bathymetry_dmo__20070912.parquet	18	269691	ok	
KY07-07_bathymetry_dmo::20070607.dat	derived/file_cells_1min/KY07-07_bathymetry_dmo__20070607.parquet	388	589979	ok	
KY07-07_bathymetry_dmo::20070609.dat	derived/file_cells_1min/KY07-07_bathymetry_dmo__20070609.parquet	128	359274	ok	
KY07-07_bathymetry_dmo::20070610.dat	derived/file_cells_1min/KY07-07_bathymetry_dmo__20070610.parquet	326	649266	ok	
KY07-07_bathymetry_dmo::20070606.dat	derived/file_cells_1min/KY07-07_bathymetry_dmo__20070606.parquet	719	696283	ok	
KY07-07_bathymetry_dmo::20070526.dat	derived/file_cells_1min/KY07-07_bathymetry_dmo__20070526.parquet	162	1160712	ok	
KY07-07_bathymetry_dmo::20070517.dat	derived/file_cells_1min/KY07-07_bathymetry_dmo__20070517.parquet	171	652388	ok	
KY07-07_bathymetry_dmo::20070523.dat	derived/file_cells_1min/KY07-07_bathymetry_dmo__20070523.parquet	112	732977	ok	
KY07-07_bathymetry_dmo::20070530.dat	derived/file_cells_1min/KY07-07_bathymetry_dmo__20070530.parquet	209	1310409	ok	
KY07-07_bathymetry_dmo::20070528.dat	derived/file_cells_1min/KY07-07_bathymetry_dmo__20070528.parquet	201	971434	ok	
KY07-07_bathymetry_dmo::20070527.dat	derived/file_cells_1min/KY07-07_bathymetry_dmo__20070527.parquet	190	1388891	ok	
KY07-07_bathymetry_dmo::20070529.dat	derived/file_cells_1min/KY07-07_bathymetry_dmo__20070529.parquet	251	1187384	ok	
KY07-07_bathymetry_dmo::20070524.dat	derived/file_cells_1min/KY07-07_bathymetry_dmo__20070524.parquet	146	1097869	ok	
KY07-07_bathymetry_dmo::20070608.dat	derived/file_cells_1min/KY07-07_bathymetry_dmo__20070608.parquet	274	369802	ok	
KY07-07_bathymetry_dmo::20070525.dat	derived/file_cells_1min/KY07-07_bathymetry_dmo__20070525.parquet	262	1040760	ok	
KY07-07_bathymetry_dmo::20070519.dat	derived/file_cells_1min/KY07-07_bathymetry_dmo__20070519.parquet	347	642942	ok	
KY07-07_bathymetry_dmo::20070518.dat	derived/file_cells_1min/KY07-07_bathymetry_dmo__20070518.parquet	170	1066583	ok	
KY07-07_bathymetry_dmo::20070531.dat	derived/file_cells_1min/KY07-07_bathymetry_dmo__20070531.parquet	204	976266	ok	
KY07-07_bathymetry_dmo::20070611.dat	derived/file_cells_1min/KY07-07_bathymetry_dmo__20070611.parquet	108	235161	ok	
KY02-10_leg1_bathymetry_dmo::20021006.dat	derived/file_cells_1min/KY02-10_leg1_bathymetry_dmo__20021006.parquet	1244	494441	ok	
KY02-10_leg1_bathymetry_dmo::20021007.dat	derived/file_cells_1min/KY02-10_leg1_bathymetry_dmo__20021007.parquet	1273	454297	ok	
KY02-10_leg1_bathymetry_dmo::20021004.dat	derived/file_cells_1min/KY02-10_leg1_bathymetry_dmo__20021004.parquet	806	240493	ok	
KY02-10_leg1_bathymetry_dmo::20021005.dat	derived/file_cells_1min/KY02-10_leg1_bathymetry_dmo__20021005.parquet	1309	480546	ok	
KY02-10_leg1_bathymetry_dmo::20021013.dat	derived/file_cells_1min/KY02-10_leg1_bathymetry_dmo__20021013.parquet	18	37414	ok	
KY02-10_leg1_bathymetry_dmo::20021012.dat	derived/file_cells_1min/KY02-10_leg1_bathymetry_dmo__20021012.parquet	250	267721	ok	
KY02-10_leg1_bathymetry_dmo::20021010.dat	derived/file_cells_1min/KY02-10_leg1_bathymetry_dmo__20021010.parquet	357	215202	ok	
KY02-10_leg1_bathymetry_dmo::20021011.dat	derived/file_cells_1min/KY02-10_leg1_bathymetry_dmo__20021011.parquet	493	413199	ok	
KY02-10_leg1_bathymetry_dmo::20021008.dat	derived/file_cells_1min/KY02-10_leg1_bathymetry_dmo__20021008.parquet	1189	449552	ok	
KY02-10_leg1_bathymetry_dmo::20021009.dat	derived/file_cells_1min/KY02-10_leg1_bathymetry_dmo__20021009.parquet	286	158143	ok	
KR10-11_bathymetry_dmo::20101031.dat	derived/file_cells_1min/KR10-11_bathymetry_dmo__20101031.parquet	304	642380	ok	
KR10-11_bathymetry_dmo::T20101013.dat	derived/file_cells_1min/KR10-11_bathymetry_dmo__T20101013.parquet	850	1269203	ok	
KR10-11_bathymetry_dmo::20101102.dat	derived/file_cells_1min/KR10-11_bathymetry_dmo__20101102.parquet	1196	1310399	ok	
KR10-11_bathymetry_dmo::20101026.dat	derived/file_cells_1min/KR10-11_bathymetry_dmo__20101026.parquet	331	147039	ok	
KR10-11_bathymetry_dmo::20101105.dat	derived/file_cells_1min/KR10-11_bathymetry_dmo__20101105.parquet	531	1903049	ok	
KR10-11_bathymetry_dmo::20101104.dat	derived/file_cells_1min/KR10-11_bathymetry_dmo__20101104.parquet	662	2149523	ok	
KR10-11_bathymetry_dmo::T20101110.dat	derived/file_cells_1min/KR10-11_bathymetry_dmo__T20101110.parquet	844	1007502	ok	
KR10-11_bathymetry_dmo::20101106.dat	derived/file_cells_1min/KR10-11_bathymetry_dmo__20101106.parquet	275	2638482	ok	
KR10-11_bathymetry_dmo::20101017.dat	derived/file_cells_1min/KR10-11_bathymetry_dmo__20101017.parquet	747	795980	ok	
KR10-11_bathymetry_dmo::20101107.dat	derived/file_cells_1min/KR10-11_bathymetry_dmo__20101107.parquet	806	1043909	ok	
KR10-11_bathymetry_dmo::20101025.dat	derived/file_cells_1min/KR10-11_bathymetry_dmo__20101025.parquet	608	1369629	ok	
KR10-11_bathymetry_dmo::20101015.dat	derived/file_cells_1min/KR10-11_bathymetry_dmo__20101015.parquet	493	1563383	ok	
KR10-11_bathymetry_dmo::20101110.dat	derived/file_cells_1min/KR10-11_bathymetry_dmo__20101110.parquet	272	399347	ok	
KR10-11_bathymetry_dmo::20101108.dat	derived/file_cells_1min/KR10-11_bathymetry_dmo__20101108.parquet	663	846211	ok	
KR10-11_bathymetry_dmo::T20101111.dat	derived/file_cells_1min/KR10-11_bathymetry_dmo__T20101111.parquet	63	151464	ok	
KR10-11_bathymetry_dmo::20101014.dat	derived/file_cells_1min/KR10-11_bathymetry_dmo__20101014.parquet	770	1263930	ok	
KR10-11_bathymetry_dmo::20101013.dat	derived/file_cells_1min/KR10-11_bathymetry_dmo__20101013.parquet	14	22070	ok	
KR10-11_bathymetry_dmo::20101103.dat	derived/file_cells_1min/KR10-11_bathymetry_dmo__20101103.parquet	677	1078118	ok	
KR10-11_bathymetry_dmo::20101018.dat	derived/file_cells_1min/KR10-11_bathymetry_dmo__20101018.parquet	489	2127863	ok	
KR10-11_bathymetry_dmo::20101023.dat	derived/file_cells_1min/KR10-11_bathymetry_dmo__20101023.parquet	221	478840	ok	
KR10-11_bathymetry_dmo::20101109.dat	derived/file_cells_1min/KR10-11_bathymetry_dmo__20101109.parquet	58	83756	ok	
KR10-11_bathymetry_dmo::20101019.dat	derived/file_cells_1min/KR10-11_bathymetry_dmo__20101019.parquet	189	1079483	ok	
KR10-11_bathymetry_dmo::20101024.dat	derived/file_cells_1min/KR10-11_bathymetry_dmo__20101024.parquet	212	776735	ok	
KR10-11_bathymetry_dmo::20101016.dat	derived/file_cells_1min/KR10-11_bathymetry_dmo__20101016.parquet	292	1980939	ok	
KR10-11_bathymetry_dmo::20101101.dat	derived/file_cells_1min/KR10-11_bathymetry_dmo__20101101.parquet	539	249991	ok	
KY13-14_leg1_bathymetry_dmo::T20131003.dat	derived/file_cells_1min/KY13-14_leg1_bathymetry_dmo__T20131003.parquet	121	273433	ok	
KR13-01_bathymetry_dmo::20130112.dat	derived/file_cells_1min/KR13-01_bathymetry_dmo__20130112.parquet	889	557998	ok	
KR13-01_bathymetry_dmo::20130113.dat	derived/file_cells_1min/KR13-01_bathymetry_dmo__20130113.parquet	641	229616	ok	
KR13-01_bathymetry_dmo::T20130116.dat	derived/file_cells_1min/KR13-01_bathymetry_dmo__T20130116.parquet	863	357087	ok	
KR13-01_bathymetry_dmo::T20130113.dat	derived/file_cells_1min/KR13-01_bathymetry_dmo__T20130113.parquet	774	112037	ok	
KR13-01_bathymetry_dmo::20130109.dat	derived/file_cells_1min/KR13-01_bathymetry_dmo__20130109.parquet	150	93682	ok	
KR13-01_bathymetry_dmo::T20130117.dat	derived/file_cells_1min/KR13-01_bathymetry_dmo__T20130117.parquet	990	577781	ok	
KR13-01_bathymetry_dmo::20130111.dat	derived/file_cells_1min/KR13-01_bathymetry_dmo__20130111.parquet	426	154908	ok	
KR13-01_bathymetry_dmo::T20130109.dat	derived/file_cells_1min/KR13-01_bathymetry_dmo__T20130109.parquet	642	494785	ok	
KR13-01_bathymetry_dmo::T20130114.dat	derived/file_cells_1min/KR13-01_bathymetry_dmo__T20130114.parquet	217	286878	ok	
KR13-01_bathymetry_dmo::T20130111.dat	derived/file_cells_1min/KR13-01_bathymetry_dmo__T20130111.parquet	147	117299	ok	
KR10-07_bathymetry_dmo::T20100528.dat	derived/file_cells_1min/KR10-07_bathymetry_dmo__T20100528.parquet	62	187393	ok	
KR10-07_bathymetry_dmo::T20100603.dat	derived/file_cells_1min/KR10-07_bathymetry_dmo__T20100603.parquet	767	693204	ok	
KR10-07_bathymetry_dmo::T20100524.dat	derived/file_cells_1min/KR10-07_bathymetry_dmo__T20100524.parquet	97	264584	ok	
KR10-07_bathymetry_dmo::T20100605.dat	derived/file_cells_1min/KR10-07_bathymetry_dmo__T20100605.parquet	579	1465110	ok	
KR10-07_bathymetry_dmo::T20100523.dat	derived/file_cells_1min/KR10-07_bathymetry_dmo__T20100523.parquet	80	125392	ok	
KR10-07_bathymetry_dmo::20100605.dat	derived/file_cells_1min/KR10-07_bathymetry_dmo__20100605.parquet	40	46003	ok	
KR10-07_bathymetry_dmo::T20100526.dat	derived/file_cells_1min/KR10-07_bathymetry_dmo__T20100526.parquet	72	222489	ok	
KR10-07_bathymetry_dmo::T20100530.dat	derived/file_cells_1min/KR10-07_bathymetry_dmo__T20100530.parquet	965	890116	ok	
KR10-07_bathymetry_dmo::20100529.dat	derived/file_cells_1min/KR10-07_bathymetry_dmo__20100529.parquet	214	171219	ok	
KR10-07_bathymetry_dmo::T20100604.dat	derived/file_cells_1min/KR10-07_bathymetry_dmo__T20100604.parquet	498	125013	ok	
KR10-07_bathymetry_dmo::T20100529.dat	derived/file_cells_1min/KR10-07_bathymetry_dmo__T20100529.parquet	1348	1095210	ok	
KR10-07_bathymetry_dmo::20100604.dat	derived/file_cells_1min/KR10-07_bathymetry_dmo__20100604.parquet	68	52699	ok	
KR10-07_bathymetry_dmo::T20100525.dat	derived/file_cells_1min/KR10-07_bathymetry_dmo__T20100525.parquet	10	109160	ok	
KR10-07_bathymetry_dmo::T20100531.dat	derived/file_cells_1min/KR10-07_bathymetry_dmo__T20100531.parquet	87	138214	ok	
KR20-E07_bathymetry_dmo::KR20-E07_t.dat	derived/file_cells_1min/KR20-E07_bathymetry_dmo__KR20-E07_t.parquet	6	334	ok	
KS-18-J04_bathymetry_dmo::KS-18-J04.dat	derived/file_cells_1min/KS-18-J04_bathymetry_dmo__KS-18-J04.parquet	303	73130	ok	
KY00-05_bathymetry_dmo::20000725.dat	derived/file_cells_1min/KY00-05_bathymetry_dmo__20000725.parquet	208	1794973	ok	
KY00-05_bathymetry_dmo::20000728.dat	derived/file_cells_1min/KY00-05_bathymetry_dmo__20000728.parquet	569	652607	ok	
KY00-05_bathymetry_dmo::20000726.dat	derived/file_cells_1min/KY00-05_bathymetry_dmo__20000726.parquet	54	597840	ok	
KY00-05_bathymetry_dmo::20000724.dat	derived/file_cells_1min/KY00-05_bathymetry_dmo__20000724.parquet	43	303959	ok	
KY00-05_bathymetry_dmo::20000729.dat	derived/file_cells_1min/KY00-05_bathymetry_dmo__20000729.parquet	404	561621	ok	
KR10-10_leg2_bathymetry_dmo::20100817.dat	derived/file_cells_1min/KR10-10_leg2_bathymetry_dmo__20100817.parquet	78	197242	ok	
KR10-10_leg2_bathymetry_dmo::20100820.dat	derived/file_cells_1min/KR10-10_leg2_bathymetry_dmo__20100820.parquet	444	1942139	ok	
KR10-10_leg2_bathymetry_dmo::20100822.dat	derived/file_cells_1min/KR10-10_leg2_bathymetry_dmo__20100822.parquet	609	1067219	ok	
KR10-10_leg2_bathymetry_dmo::20100828.dat	derived/file_cells_1min/KR10-10_leg2_bathymetry_dmo__20100828.parquet	429	1781985	ok	
KR10-10_leg2_bathymetry_dmo::20100825.dat	derived/file_cells_1min/KR10-10_leg2_bathymetry_dmo__20100825.parquet	508	1129183	ok	
KR10-10_leg2_bathymetry_dmo::20100901.dat	derived/file_cells_1min/KR10-10_leg2_bathymetry_dmo__20100901.parquet	300	2517263	ok	
KR10-10_leg2_bathymetry_dmo::20100819.dat	derived/file_cells_1min/KR10-10_leg2_bathymetry_dmo__20100819.parquet	463	483321	ok	
KR10-10_leg2_bathymetry_dmo::20100824.dat	derived/file_cells_1min/KR10-10_leg2_bathymetry_dmo__20100824.parquet	257	3193836	ok	
KR10-10_leg2_bathymetry_dmo::20100829.dat	derived/file_cells_1min/KR10-10_leg2_bathymetry_dmo__20100829.parquet	671	1038079	ok	
KR10-10_leg2_bathymetry_dmo::20100826.dat	derived/file_cells_1min/KR10-10_leg2_bathymetry_dmo__20100826.parquet	402	2371470	ok	
KR10-10_leg2_bathymetry_dmo::20100831.dat	derived/file_cells_1min/KR10-10_leg2_bathymetry_dmo__20100831.parquet	354	2147741	ok	
KR10-10_leg2_bathymetry_dmo::T20100904.dat	derived/file_cells_1min/KR10-10_leg2_bathymetry_dmo__T20100904.parquet	673	3247862	ok	
KR10-10_leg2_bathymetry_dmo::20100816.dat	derived/file_cells_1min/KR10-10_leg2_bathymetry_dmo__20100816.parquet	621	1193530	ok	
KR10-10_leg2_bathymetry_dmo::20100823.dat	derived/file_cells_1min/KR10-10_leg2_bathymetry_dmo__20100823.parquet	462	1843011	ok	
KR10-10_leg2_bathymetry_dmo::20100827.dat	derived/file_cells_1min/KR10-10_leg2_bathymetry_dmo__20100827.parquet	251	3117593	ok	
KR10-10_leg2_bathymetry_dmo::T20100905.dat	derived/file_cells_1min/KR10-10_leg2_bathymetry_dmo__T20100905.parquet	10	36013	ok	
KR10-10_leg2_bathymetry_dmo::20100830.dat	derived/file_cells_1min/KR10-10_leg2_bathymetry_dmo__20100830.parquet	653	1044868	ok	
KR10-10_leg2_bathymetry_dmo::20100902.dat	derived/file_cells_1min/KR10-10_leg2_bathymetry_dmo__20100902.parquet	761	1529427	ok	
KR10-10_leg2_bathymetry_dmo::20100821.dat	derived/file_cells_1min/KR10-10_leg2_bathymetry_dmo__20100821.parquet	326	2612605	ok	
KM18-07C_leg2_bathymetry_dmo::KM18-07C_leg2.dat	derived/file_cells_1min/KM18-07C_leg2_bathymetry_dmo__KM18-07C_leg2.parquet	2152	461501	ok	
KM18-07C_leg2_bathymetry_dmo::KM18-07C_leg2_t.dat	derived/file_cells_1min/KM18-07C_leg2_bathymetry_dmo__KM18-07C_leg2_t.parquet	1278	216067	ok	
KR15-01_bathymetry_dmo::KR15-01_bathymetry_dmo/2_OpenCheckData/KR15-01_transit/KR15-01_t.dat	derived/file_cells_1min/KR15-01_bathymetry_dmo__KR15-01_bathymetry_dmo__2_OpenCheckData__KR15-01_transit__KR15-01_t.parquet	3648	826403	ok	
KR15-01_bathymetry_dmo::KR15-01_bathymetry_dmo/2_OpenCheckData/KR15-01/KR15-01.dat	derived/file_cells_1min/KR15-01_bathymetry_dmo__KR15-01_bathymetry_dmo__2_OpenCheckData__KR15-01__KR15-01.parquet	934	128596	ok	
KR13-06_leg1_bathymetry_dmo::20130306.dat	derived/file_cells_1min/KR13-06_leg1_bathymetry_dmo__20130306.parquet	77	18824	ok	
KR13-06_leg1_bathymetry_dmo::T20130304.dat	derived/file_cells_1min/KR13-06_leg1_bathymetry_dmo__T20130304.parquet	74	32932	ok	
KR13-06_leg1_bathymetry_dmo::20130312.dat	derived/file_cells_1min/KR13-06_leg1_bathymetry_dmo__20130312.parquet	621	236679	ok	
KR13-06_leg1_bathymetry_dmo::20130308.dat	derived/file_cells_1min/KR13-06_leg1_bathymetry_dmo__20130308.parquet	685	417716	ok	
KR13-06_leg1_bathymetry_dmo::20130307.dat	derived/file_cells_1min/KR13-06_leg1_bathymetry_dmo__20130307.parquet	250	99714	ok	
KR13-06_leg1_bathymetry_dmo::20130305.dat	derived/file_cells_1min/KR13-06_leg1_bathymetry_dmo__20130305.parquet	511	439703	ok	
KR13-06_leg1_bathymetry_dmo::20130304.dat	derived/file_cells_1min/KR13-06_leg1_bathymetry_dmo__20130304.parquet	475	389085	ok	
KR13-06_leg1_bathymetry_dmo::20130311.dat	derived/file_cells_1min/KR13-06_leg1_bathymetry_dmo__20130311.parquet	478	584484	ok	
KR13-06_leg1_bathymetry_dmo::T20130303.dat	derived/file_cells_1min/KR13-06_leg1_bathymetry_dmo__T20130303.parquet	1324	706722	ok	
KY05-05_bathymetry_dmo::20050407.dat	derived/file_cells_1min/KY05-05_bathymetry_dmo__20050407.parquet	212	745266	ok	
KY05-05_bathymetry_dmo::20050411.dat	derived/file_cells_1min/KY05-05_bathymetry_dmo__20050411.parquet	40	182172	ok	
KY05-05_bathymetry_dmo::20050409.dat	derived/file_cells_1min/KY05-05_bathymetry_dmo__20050409.parquet	108	330931	ok	
KS-21-19_bathymetry_dmo::KS-21-19_t.dat	derived/file_cells_1min/KS-21-19_bathymetry_dmo__KS-21-19_t.parquet	226	49453	ok	
KS-21-19_bathymetry_dmo::KS-21-19.dat	derived/file_cells_1min/KS-21-19_bathymetry_dmo__KS-21-19.parquet	563	145475	ok	
